publishDate,organizationID,organizationName,taskID,NCImageGUID,GettyImageID,GettyCollectionID,type
8/1/15 11:00,528ddc32514640cc44000056,NewsCred Blog,55bbdab31a44353f45797ad2,b9a511f1a8f8973beba10f34bad4865c,491663217,477,Creative
8/1/15 13:00,5361062b095518ed69c58c5f,Visa Europe,55b62e8ccf07f5d939af07a1,906fd5f5fb63b41278196712e66abbc5,470328371,477,Creative
8/1/15 14:15,528ddc32514640cc44000056,NewsCred Blog,55bbdaaa1a44353f45797acd,b0f9bf6327a1c513f75f0772cf1bf3b2,517868465,145,Creative
8/1/15 19:00,528ddc32514640cc44000056,NewsCred Blog,55bbda0440250c924fefe2c4,9ec386e19a4ec0c6ac78506d1cd17346,479328687,477,Creative
8/1/15 21:00,528ddc32514640cc44000056,NewsCred Blog,55bbd9fcec0880f371d766ca,933c1cc7b26e9360e1032eaafbb487b1,543123061,571,Creative
8/2/15 0:41,532cb707d237ee9d351c9871,Job.com CMC,55bd671cbb46d1500fb224b8,c3aad71bd2475926125c05a113ded861,468704740,477,Creative
8/2/15 6:00,528ddc32514640cc44000056,NewsCred Blog,55bbdac5dac209e7710eecb8,48d2fee8c7a0416c99da0969fbf04f34,156796403,477,Creative
8/2/15 7:00,528ddc32514640cc44000056,NewsCred Blog,55b9230e21058b710ba01fb7,67a886043543a785a321be7dac753ced,467576864,477,Creative
8/2/15 16:00,557f0f2ca05caf4eefed26d9,AARP Life Reimagined,55af99230aa02bb246155a37,026007da3d0166dc0d918060688d18ea,473649084,477,Creative
8/2/15 19:11,53063ff7ff6daee262000244,iCitizen,55be15d6a0856929484714ef,2f29c050871c95f12210f4a575bc9b3f,480663824,477,Creative
8/2/15 19:11,53063ff7ff6daee262000244,iCitizen,55be16791067e62748a0ff99,65afd4787ef18d0d6f580ebb8dc9e9e7,480666852,477,Creative
8/2/15 19:13,53063ff7ff6daee262000244,iCitizen,55be1a0e1067e62748a0ffb8,d095970282492ddda2c689f179b7496b,450476993,477,Creative
8/2/15 23:00,528ddc32514640cc44000056,NewsCred Blog,55bbddaf40250c924fefe2d7,f3153b6f5933e40759169fa11befdd26,484994479,571,Creative
8/3/15 9:33,53f208e41a56de26e84baf62,Monster France,55bb31db84157b617b64d403,196278769111e37746b39264d4e9484d,500757031,477,Creative
8/3/15 9:34,53f208e41a56de26e84baf62,Monster France,55bf139fbcad513c0da6800f,c576b2f723b2b63b4c6c25c90044d5d8,175937042,477,Creative
8/3/15 10:00,528ddc32514640cc44000056,NewsCred Blog,55ad7e59fd9267cf65bd2557,e964a3776b62061751971dccc8570833,157781379,477,Creative
8/3/15 10:00,54fde47741bd493f829c426c,IBM - Thoughts on Cloud,55bb8f33a85f83f875891705,11388057a2388a96fe75c3747686c984,452688457,477,Creative
8/3/15 10:00,52ab78e311ad1ce85a00004e,Blue Cross Blue Shield Alabama,556f43c3c37893b925a53ae4,65a71ca430ce99ba6a24073e758278bf,505912155,571,Creative
8/3/15 11:30,53f208e41a56de26e84baf61,Monster Germany,55be5cba31c056521edfb297,5d405493de48dcbd69b0e02178efc21d,525494673,141,Creative
8/3/15 13:00,52ab78e311ad1ce85a00004e,Blue Cross Blue Shield Alabama,559b75152da84ac25fdf6d6f,00a8f0d5e733b0cc90b64c3b973ed0e4,478186127,458,Creative
8/3/15 13:00,52ab78e311ad1ce85a00004e,Blue Cross Blue Shield Alabama,559b68d3796cdf652ef326d3,bb666aeeaa6f1f1e740f2934e0452503,187559140,571,Creative
8/3/15 13:40,53063ff7ff6daee262000244,iCitizen,55bf6f2fb7631a0c595b5684,8bb1eb24d6232b808cbb8ce9cec353b6,182264917,477,Creative
8/3/15 13:42,53063ff7ff6daee262000244,iCitizen,55bf6fcf89fe120c74efddee,c5b6fe374f7499801963917606acf4ce,479418496,477,Creative
8/3/15 13:49,53063ff7ff6daee262000244,iCitizen,55bf71704a1eab203ecf514d,0bad931f8f9bbd2ccf84cf046457e993,178887181,477,Creative
8/3/15 15:00,5361062b095518ed69c58c5f,Visa Europe,55bf6fc205f3c12c3edcc07b,b5d0e0b1650136d4c8e78c33e5150e61,468852394,477,Creative
8/3/15 15:43,53063ff7ff6daee262000244,iCitizen,55bf8c075700660674095933,62c8b0d6ca033074d7e5cc56cbbd4e1f,471908556,477,Creative
8/3/15 15:49,528ddc32514640cc44000056,NewsCred Blog,55bf8b4a4a1eab203ecf518f,e964a3776b62061751971dccc8570833,157781379,477,Creative
8/3/15 16:07,54b7c5ad41bd493f829c4162,Fidelity Workplace Investments,559d25b97e90d6d97982a836,64b689333801bff95e0159c1e166e883,495720619,477,Creative
8/3/15 16:55,53063ff7ff6daee262000244,iCitizen,55bf9ce15e4d4079288e2f0c,dc907d3309df5723eb24018d9ff62e24,480893298,477,Creative
8/3/15 17:07,54fde47741bd493f829c426c,IBM - Thoughts on Cloud,55be6ace6b12e5501e37661c,5b91f9c30a0a240c1827f709e9398725,471019560,477,Creative
8/3/15 18:25,5465062c1a56de26e84bb117,Pfizer Get Old,55ad40b00c7701786c973b0d,ff1976e851bcea7bab97fe0901fd3888,491705713,477,Creative
8/3/15 19:11,5465062c1a56de26e84bb117,Pfizer Get Old,55afefe80ac76fec7d136698,e499a4525f048762f6f89db37033a455,466842486,477,Creative
8/3/15 19:17,52e1892183a64295640000d3,PNC (Deutsch),55bfb7a2068cdd1a0edfd779,31e9d3bd5eb3c6641822db49ecfbaa0e,454379889,477,Creative
8/3/15 19:18,52e1892183a64295640000d3,PNC (Deutsch),55bfbd636dac427b4d428dcf,d2b67cd64f04fd9190f964652a707c59,178413858,477,Creative
8/3/15 19:21,5465062c1a56de26e84bb117,Pfizer Get Old,55b272e44daebec83427e775,9bc61a54b696a3fbd03eea6b9e7bdb3f,480268730,477,Creative
8/3/15 19:21,5465062c1a56de26e84bb117,Pfizer Get Old,55ad3ef8c9c049512576abaf,d7dfc2ff21c0d224e3efca1dd9ed8e56,178483963,477,Creative
8/3/15 19:27,52e1892183a64295640000d3,PNC (Deutsch),55bfbf851ac369fe2e18f4ef,8af3f649b09030dab424a870bd21db08,154417857,477,Creative
8/3/15 20:17,52e1892183a64295640000d3,PNC (Deutsch),55bfbbe53c9d313771bc1003,c5aaaa87feb9935c05b820758ead1904,482693330,477,Creative
8/3/15 21:08,5421c83c1a56de26e84bb012,Office Depot,55bfd8559a4dfe2418f0b302,1d2d7c41099db08cd06acf27115067e8,185565115,477,Creative
8/3/15 21:21,53f208e41a56de26e84baf60,Monster UK,55bfdabb7870242a18e1efe6,60484119fb2d937efa99cbd3efaa36fa,567745643,670,Creative
8/3/15 21:23,53f208e41a56de26e84baf60,Monster UK,55bfdb01907ac44752211e0c,172176830cb06a4fbd0df854aa61a2db,486648547,477,Creative
8/3/15 21:27,53f208e41a56de26e84baf60,Monster UK,55bfdcb3c41f04b36ce038dd,172176830cb06a4fbd0df854aa61a2db,486648547,477,Creative
8/3/15 21:28,53f208e41a56de26e84baf60,Monster UK,55bfdb29907ac44752211e0f,317036468d220f6e17fe39e702200230,510200539,477,Creative
8/3/15 21:32,53f208e41a56de26e84baf60,Monster UK,55bfdb3fb7b140b96c7c63a2,82a7eeea04906e3663f5caa19332e3c0,147303660,477,Creative
8/3/15 21:36,53f208e41a56de26e84baf60,Monster UK,55bfda409a4dfe2418f0b322,677aad75e687361e08e9963cd477b596,184823748,237,Creative
8/3/15 21:42,53f208e41a56de26e84baf60,Monster UK,55bfda66407b3c53521dacc5,79560487786b27620b1f0e511d1228c3,178122445,477,Creative
8/3/15 21:52,5421c83c1a56de26e84bb012,Office Depot,55bfe2a4963350162af44db8,2a093708b2f51db0aaf4001cff078b86,482591594,477,Creative
8/3/15 21:57,5421c83c1a56de26e84bb012,Office Depot,55bfe3ca397d795363833073,5a8506b509948fdede3bc9aaf4addd9b,504709853,477,Creative
8/3/15 22:00,528ddc32514640cc44000056,NewsCred Blog,55bf6afa89fe120c74efddca,67a886043543a785a321be7dac753ced,467576864,477,Creative
8/3/15 22:00,5421c83c1a56de26e84bb012,Office Depot,55bfe45e397d7953638330c6,55d40cc5647a9e15a655a8f30b0fb148,475613802,477,Creative
8/3/15 22:15,5421c83c1a56de26e84bb012,Office Depot,55bfe801a6c8cf907ddc7632,f64a5eb408c7d3c78b1473e1569873ab,480412110,477,Creative
